id,article,name,price,discount,manufacturer_id,pharmaceutical_form_id,description
45,-,"Detox juice яблоко, 6x250 мл",1990,0,1,23,"Detox Juice – это удивительно нежный и вкусный продукт, сочетающий в себе гель из ламинарии и натуральный фруктовый сок, который придает напитку яркий насыщенный вкус. Свойства ламинарии могут проявлять себя в активизации естественных процессов выведения токсинов из организма, способствуют насыщенному поступлению витаминов и антиоксидантов в клетки, помогая им самовосстанавливаться.



Натуральные компоненты напитка способствуют выведению шлаков и токсинов из организма, стимулируют обменные процессы;
При регулярном употреблении способствует предупреждению и ликвидации оксидантного стресса;
Ламинария восполняет недостаток макро-, микро- и ультрамикроэлементов, укрепляя иммунитет;
Напиток имеет яркий насыщенный вкус без усилителей;
Не содержит сахара;
Всего 104 ккал в бутылке.


Состав:



восстановленный сок яблока,
восстановленный сок клубники,
гелеобразный продукт из бурых морских водорослей (ламинарии) «Вертера®»,
ароматизатор пищевой натуральный «Яблоко»,
пектин - цитрусовый стабилизатор.


Применение:

Перед употреблением встряхнуть.

Пейте охлажденным!"
46,-,"Energy juice виноград, 250 мл",335,0,1,19,"Energy Juice – этот натуральный продукт сочетает в себе гель из ламинарии, фруктовый сок и природные адаптогены, которые активно поддерживают организм и являются источником энергии. Помогает справиться с обыденной хандрой, сонливостью и добиться максимальной продуктивности в течение всего дня.

Ламинария выполняет бережный детокс, насыщает витаминами и минералами; 
Кванты энергии в биодоступной форме исключительно из природных составляющих; 
Природный кофеин гуарана нормализует жировые обмены в организме, повышает работоспособность, а также стимулирует функции нервной системы; 
Полезные вещества элеутерококка повышают сопротивляемость организма в экстремальных условиях;
L-карнитин способствует снижению веса;
Не содержит сахара;
Всего 88 ккал в бутылке
Состав:

восстановленный сок красного винограда,
восстановленный сок малины,
гелеобразный продукт из бурых морских водорослей (ламинарии) «Вертера®»,
ароматизатор пищевой натуральный « Красный виноград»,
пектин цитрусовый - стабилизатор,
L-карнитин (L-carnitine L-Tartrate),
экстракт гуараны,
таурин,
экстракт элеутерококка колючего.
Применение:

Перед употреблением встряхнуть.

Пейте охлажденным!

Внимание! Имеются противопоказания для определенной группы лиц. Подробную информацию смотрите на упаковке."
47,-,"Energy juice виноград, 6x250 мл",1990,0,1,23,"Energy Juice – этот натуральный продукт сочетает в себе гель из ламинарии, фруктовый сок и природные адаптогены, которые активно поддерживают организм и являются источником энергии. Помогает справиться с обыденной хандрой, сонливостью и добиться максимальной продуктивности в течение всего дня.



Ламинария выполняет бережный детокс, насыщает витаминами и минералами; 
Кванты энергии в биодоступной форме исключительно из природных составляющих; 
Природный кофеин гуарана нормализует жировые обмены в организме, повышает работоспособность, а также стимулирует функции нервной системы; 
Полезные вещества элеутерококка повышают сопротивляемость организма в экстремальных условиях;
L-карнитин способствует снижению веса;
Не содержит сахара;
Всего 88 ккал в бутылке


Состав:



восстановленный сок красного винограда,
восстановленный сок малины,
гелеобразный продукт из бурых морских водорослей (ламинарии) «Вертера®»,
ароматизатор пищевой натуральный « Красный виноград»,
пектин цитрусовый - стабилизатор,
L-карнитин (L-carnitine L-Tartrate),
экстракт гуараны,
таурин,
экстракт элеутерококка колючего.


Применение:

Перед употреблением встряхнуть.

Пейте охлажденным!



Внимание! Имеются противопоказания для определенной группы лиц. Подробную информацию смотрите на упаковке."
48,-,"Напиток Energy juice яблоко, 250 мл",335,0,1,19,"Energy Juice – этот натуральный продукт сочетает в себе гель из ламинарии, фруктовый сок и природные адаптогены, которые активно поддерживают организм и являются источником энергии. Помогает справиться с обыденной хандрой, сонливостью и добиться максимальной продуктивности в течение всего дня.

Ламинария выполняет бережный детокс, насыщает витаминами и минералами; 
Кванты энергии в биодоступной форме исключительно из природных составляющих; 
Природный кофеин гуарана нормализует жировые обмены в организме, повышает работоспособность, а также стимулирует функции нервной системы; 
Полезные вещества элеутерококка повышают сопротивляемость организма в экстремальных условиях;
L-карнитин способствует снижению веса;
Не содержит сахара;
Всего 104 ккал в бутылке.
Состав:

восстановленный сок яблока,
восстановленный сок клубники,
гелеобразный продукт из бурых морских водорослей (ламинарии) «Вертера®»,
ароматизатор пищевой натуральный «Яблоко»,
пектин цитрусовый - стабилизатор,
L-карнитин (L-carnitine L-Tartrate),
экстракт гуараны,
таурин,
экстракт элеутерококка колючего.
Применение:

Перед употреблением встряхнуть.

Пейте охлажденным!

Внимание! Имеются противопоказания для определенной группы лиц. Подробную информацию смотрите на упаковке."
49,-,"Energy juice яблоко, 6x250 мл",1990,0,1,23,"Energy Juice – этот натуральный продукт сочетает в себе гель из ламинарии, фруктовый сок и природные адаптогены, которые активно поддерживают организм и являются источником энергии. Помогает справиться с обыденной хандрой, сонливостью и добиться максимальной продуктивности в течение всего дня.



Ламинария выполняет бережный детокс, насыщает витаминами и минералами; 
Кванты энергии в биодоступной форме исключительно из природных составляющих; 
Природный кофеин гуарана нормализует жировые обмены в организме, повышает работоспособность, а также стимулирует функции нервной системы; 
Полезные вещества элеутерококка повышают сопротивляемость организма в экстремальных условиях;
L-карнитин способствует снижению веса;
Не содержит сахара;
Всего 104 ккал в бутылке.


Состав:



восстановленный сок яблока,
восстановленный сок клубники,
гелеобразный продукт из бурых морских водорослей (ламинарии) «Вертера®»,
ароматизатор пищевой натуральный «Яблоко»,
пектин цитрусовый - стабилизатор,
L-карнитин (L-carnitine L-Tartrate),
экстракт гуараны,
таурин,
экстракт элеутерококка колючего.


Применение:

Перед употреблением встряхнуть.

Пейте охлажденным!

Внимание! Имеются противопоказания для определенной группы лиц. Подробную информацию смотрите на упаковке."
50,-,"Зеленая соль Green salt (морская соль с пряностями), 350 г",670,0,1,12,"Green salt – сочетание пряного вкуса и пользы природы


«Зеленая» соль обладает следующим действием:




способствует восстановлению тканей, поврежденных паразитами, обеспечивает заживление микротравм;
усиливает приспособительные реакции организма;
оказывает кровоостанавливающий и иммунокоррегирующий эффект;
способствует активации перистальтики кишечника, оказывает желчегонное действие;
укрепляет прочность сосудистых стенок и повышает свертывающую способность крови;
антигельминтное действие, очищает кишечник от токсинов и паразитов.



Состав: Содержит провитамин А (каротин), С (аскорбиновую кислоту), витамины группы В, жирорастворимые витамины Е, К, РР; макро- и микроэлементы, биоактивные природные компоненты. В составе только натуральные компоненты: морская соль из океанической воды, порошок тыквы, порошок ламинарии, экстракт чеснока, экстракт пижмы, экстракт укропа, экстракт фенхеля.

Вес: 270 г

Способ применения: Натуральное экологическое средство предназначено для лечебного питания, добавляется в пищу.

Органический продукт не содержит искусственных красителей и экстрактов, нетипичных для наших регионов. Произведен по уникальной, запатентованной технологии, тщательно охраняемой производителем. Относится к категории «умное питание»."
51,-,Каша из пророщенных зерен «4 злака» 300 г,500,0,1,21,"Kasha from Russia: сбалансированный рацион – здоровый организм
Пророщенные зерна содержат легкоусвояемые растительные белки,заменимые и незаменимые аминокислоты, органические и минеральные компоненты.Пророщенное в экологических условиях зерно отличается, в сравнении с обычным зерном, повышенном содержании витамина С, антиоксидантов, клетчатки, что положительным образом сказывается на работе организма:

улучшает умственную деятельность, снижает переутомление;
способствует омоложению организма, стимулирует процессы роста и восстановления клеток;
снижает вероятность заболеваний органов пищеварения, улучшает обменные процессы;
поддерживает физиологический гормональный фон, полезна беременным, детям.
Состав: Является богатым источником легкоусвояемых растительных белков, ферментов, 21 аминокислоты, клетчатки, витаминов В1, В2, В3,В5, В9, А, Е, С, и РР, минералов, жирных кислот Омега-3,Омега-6, Омега-9.

Вес: 300 г

Способ применения: Натуральное экологическое средство предназначено для диетического и лечебного питания: 2 ст. л. каши залить горячей водой, молоком, настоять 5-10 мин. Пожеланию можно добавить ½ ч.л. масла Гхи, мед, орехи, ягоды. Употреблять теплой.

Органический продукт не содержит искусственных красителей и экстрактов, нетипичных для наших регионов. Произведен по уникальной, запатентованной технологии, тщательно охраняемой производителем. Относится к категории «умное питание»."
52,-,Каша из пророщенных зерен «Овес» 300 г,500,0,1,21,"Каша из овсяных зерен содержит оптимальное для полноценного завтрака соотношение жиров, белков, углеводов и клетчатки. Пророщенные цельные зерна злака сохраняют все полезные биологические свойства, а количество витаминов, содержащееся в ростках, удваивается в несколько раз.

Состав: Зерно овса пророщенное."
53,-,Каша из пророщенных зерен «Пшеница» 300 г,500,0,1,21,"Каша из пророщенных зерен пшеницы обогащает ежедневный рацион питания всей семьи комплексом витаминов и микроэлементов. Ростки зерен благодаря уникальной технологии плющения сохраняют всю жизненную энергию, насыщая организм природной силой, полезными компонентами и зарядом бодрости.

Состав: Зерно пшеницы пророщенное, плющенное, сушеное."
54,-,Каша из пророщенных зерен «Рожь» 300 г,500,0,1,21,"Вкуснейшая каша из пророщенной ржи обладает уникальным составом - каждое зернышко злака содержит целый кладезь полезных веществ, незаменимых для жизнедеятельности организма и подходящих для здорового питания.

Состав: Зерно ржи пророщенное, плющенное, сушеное."
55,-,Каша из пророщенных зерен «Ячмень» 300 г,500,0,1,21,"Ячменная каша из пророщенного зерна ячменя изготовлена по уникальной технологии плющения. В составе такого зерна находится много биологически активных веществ, жизненно необходимых для правильного питания человеческого организма.

Состав: Цельное зерно ячменя пророщенное, плющенное, сушеное."
56,-,"Laminaria Vertera гель, 500 г",1925,0,1,10,"Laminaria Vertera гель – комплекс натуральных витаминов и микро-, макроэлементов
Регулярное употребление геля оказывает благоприятное воздействие на внутренние органы и системы, оздоравливая их изнутри – мягко и деликатно, не нанося вреда.

Сбалансированное действие активных компонентов органического продукта – это:



детоксикация организма;
устранение дефицита витаминов и микроэлементов;
активизация механизмов регенерации тканей и клеток;
стимуляция метаболических, регуляторных биохимических процессов;
профилактика заболеваний;
восстановление организма после перенесенных заболеваний.


Состав: морская водоросль ламинария, биофлавоноид дигидрокверцетин (природный антиоксидант) и фукус, которые содержат в комплексе аминокислоты, полиненасыщенные жирные кислоты, альгинаты, витамины: провитамин А (каротин), С, группы В, Е, К, РР; макро- и микроэлементы, биоактивные природные соединения.

Способ применения: 1-2 раза в день натощак, можно мешать с соком. Норма для взрослого 40 г (2 ст. ложки без горки).

Объем: 500 г

Условия хранения: не более 4 месяцев с даты изготовления при температуре от 0 до 5° С.

Продукт не является БАДом. Производится по запатентованной формуле. Прошел биохимические и клинические исследования на спектр физиологических свойств. Не содержит искусственных компонентов и красителей. Относится к категории «умное питание»."
57,-,PRO-MAX Fucus,3350,0,1,10,"PRO-MAX Fucus рекомендуется для вечернего приема. Главный биоактивный компонент продукта - морская бурая водоросль фукус, богатейший источник фукоидана, полисахарида с широким спектром положительного воздействия на организм.

В сочетании с органическим йодом в составе фукуса, получаете максимальный эффект от употребления фукоидана перед ночным отдыхом.

Высокое содержание фукоидана поможет обеспечить следующие положительные эффекты:

Способствует детоксикации организма;
Может использоваться для профилактики заболеваний печени, ЖКТ, некоторых сердечно-сосудистых заболеваний, кожных заболеваний;
Способствует снижению уровней сахара и холестерина в крови, нормализации давления;
Благотворно сказывается на процессе регенерации тканей и органов, стволовых клеток;
Способно улучшать когнитивные функции и память;
Помогает синтезировать гормональные омолаживающие факторы;
Может активизировать восстановление поврежденных хрящей, уменьшать боли и воспаления в конечностях."
58,-,PRO-MAX Laminaria,3350,0,1,10,"PRO-MAX Laminaria рекомендуется для приема утром и обеспечивает полезную загрузку органическим йодом и ценными нутриентами на весь день. Дарит неиссякаемую энергию, силы и бодрость!

Технология PRO-MAX позволяет извлекать максимальное количество нутриентов содержащихся в цитоплазме и стенках клеток морских бурых водорослей, включая первичные метаболиты, необходимые для нормальной работы клеток - белки, липиды, полисахариды и нуклеиновые кислоты.

Более 140 витаминов, микро-, макро и ультраэлементов в составе ламинарии комплексно укрепляют организм, выводя качество вашей жизни на новый уровень!

Повышенное содержание органического йода активизирует энергетический обмен, стимулирует работу мозга, обмен веществ, память и физическую активность.
Полисахариды фукоидан, маннит и ламинаран положительно влияют на сердечно-сосудистую и пищеварительную системы организма, улучшают качество крови, укрепляют иммунитет.
Альгинаты, в большом количестве содержащиеся в ламинарии, обеспечивают мощный детокс-эффект."
59,-,PRO-MAX Laminaria с янтарной кислотой,3350,0,1,10,"Синергия биоактивных компонентов PRO-MAX Laminaria с добавлением янтарной кислоты обеспечивает максимальную энергию и детокс в любое время года!

Янтарная (карбоновая) кислота - это натуральное органическое соединение, которое участвует в клеточном дыхании всех живых организмов. Способствует выработке аденозинтрифосфата (АТФ) - универсального источника энергии для клеток.

Укрепляет иммунитет
Снабжает организм энергией
Участвует в обменных процессах
Ослабляет вредное влияние стрессов, восстанавливает нервную систему
Повышает тонус, улучшает концентрацию
Технология PRO-MAX позволяет извлекать максимальное количество нутриентов содержащихся в цитоплазме и стенках клеток морских бурых водорослей, включая первичные метаболиты, необходимые для нормальной работы клеток - белки, липиды, полисахариды и нуклеиновые кислоты.

Более 140 витаминов, микро-, макро и ультраэлементов в составе ламинарии комплексно укрепляют организм, выводя качество вашей жизни на новый уровень!

Повышенное содержание органического йода активизирует энергетический обмен, стимулирует работу мозга, обмен веществ, память и физическую активность.
Полисахариды фукоидан, маннит и ламинаран положительно влияют на сердечно-сосудистую и пищеварительную системы организма, улучшают качество крови, укрепляют иммунитет.
Альгинаты, в большом количестве содержащиеся в ламинарии, обеспечивают мощный детокс-эффект."
60,-,Vertera Forte (вишня) 500 г,2000,0,1,10,"Vertera Forte гель – рецепт молодости и долголетия
Экогель обладает комплексным действием:

восстанавливает баланс и функции эндокринной, выделительной, нервной и сердечно-сосудистой систем;
используется для нормализации и активизации иммунных реакций организма, профилактики онкозаболеваний;
обеспечивает выведение из клеток токсинов, продуктов распада веществ; участвует в процессах клеточной и тканевой регенерации;
нормализует работу пищеварительной системы и восстанавливает баланс микрофлоры кишечника;
активирует липидный обмен и способствует естественному похудению.

Состав: морская водоросль ламинария, биофлавоноид дигидрокверцетин (природный антиоксидант) и фукус, которые содержат в комплексе аминокислоты, полиненасыщенные жирные кислоты, альгинаты, витамины: провитамин А (каротин), С, группы В, Е, К, РР; макро- и микроэлементы, биоактивные природные соединения.

Объем: 500 г

Способ применения: 1-2 раза в день натощак, можно мешать с соком. Норма для взрослого 40 г (2 ст. ложки без горки).

Условия хранения: не более 4 месяцев с даты изготовления при температуре от 0 до 5° С."
61,-,Vertera Forte (смородина) 500 г,2000,0,1,10,"Vertera Forte гель – молодость, красота и долголетие
Натуральные компоненты геля отлично усваиваются и оказывают благотворное влияние:

·         на работу пищеварительной системы, устраняют дискомфорт (вздутие, диарею, запоры, тяжесть);

·         восстанавливают аппетит, нормализуют микрофлору кишечника;

·         укрепляют иммунную систему, восстанавливают гормональный фон;

·         нормализуют сон, снимают усталость, повышают стрессоустойчивость;

·         омолаживают организм изнутри и снаружи, обеспечивая эффективный процесс регенерации.

Состав: морская водоросль ламинария, биофлавоноид дигидрокверцетин (природный антиоксидант) и фукус, которые содержат в комплексе аминокислоты, полиненасыщенные жирные кислоты, альгинаты, витамины: провитамин А (каротин), С, группы В, Е, К, РР; макро- и микроэлементы, биоактивные природные соединения.

Объем: 500 г"
62,-,Vertera Forte (яблоко) 500 г,2000,0,1,10,"Vertera Forte гель – быть здоровым просто!
Компоненты геля обладают рядом полезных свойств:

восстанавливают естественную работу органов и систем органов;
активизируют обмен веществ, очищают организм, укрепляют иммунную систему;
не имеют противопоказаний (кроме непереносимости компонентов йода);
полезны людям различных возрастов, хорошо усваиваются организмом;
регулируют работу пищеварительной, эндокринной систем;
восстанавливают работоспособность нервной, сердечно-сосудистой, дыхательной систем;
употребление геля рекомендуются при артритах, ревматизме, воспалении суставов, стоматитах, заболеваниях мужской и женской репродуктивных органов.

Состав: морская водоросль ламинария, биофлавоноид дигидрокверцетин (природный антиоксидант) и фукус, которые содержат в комплексе аминокислоты, полиненасыщенные жирные кислоты, альгинаты, витамины: провитамин А (каротин), С, группы В, Е, К, РР; макро- и микроэлементы, биоактивные природные соединения.

Объем: 500 г

Способ применения: 1-2 раза в день натощак, можно мешать с соком. Норма для взрослого 40 г (2 ст. ложки без горки).

Условия хранения: не более 4 месяцев с даты изготовления при температуре от 0 до 5° С."
63,-,Vertera Forte 500 г,1925,0,1,10,"Vertera Forte гель – «живая» формула здоровья и молодости
Органический продукт на клеточном уровне восстанавливает метаболические процессы, очищает клетки от токсинов, мягко насыщает организм:

·         аминокислотами, микроэлементами, органическим йодом, необходимым для образования гормонов щитовидной железы;

·         органическими веществами (ламинаранами, маннитом);

·         фукоиданом, обладающим противовоспалительным, противоопухолевым, противововирусным эффектом;

·         антиоксидантами, витаминами (А, В, С, Д, Е, Р).

Состав: морская водоросль ламинария, биофлавоноид дигидрокверцетин (природный антиоксидант) и фукус, которые содержат в комплексе аминокислоты, полиненасыщенные жирные кислоты, альгинаты, витамины: провитамин А (каротин), С, группы В, Е, К, РР; макро- и микроэлементы, биоактивные природные соединения.

Объем: 500 г"
64,-,Артропласт 550 г,2090,0,1,10,"Показания
Гель включают в терапевтическую программу:

в период восстановления после травмы опорно-двигательного аппарата – для быстрого сращивания ткани;
при болях в суставах – актуально для метеозависимых людей;
в качестве профилактики развития опасных патологий – подагры, ревматизма, гингивита, артрита, стоматита;
для предотвращения травмы суставов, которые могут получить спортсмены, люди, занятые на тяжелой работе;
для снижения риска развития заболеваний, носящих дегенеративно-дистрофический характер – остеопороз, артрит, остеоартроз, пародонтопатия.
Состав принимают в процессе подготовки мышц перед физической нагрузкой, для купирования болей в сухожилиях и мышцах.

Рекомендован комплекс при общем ослаблении организма и несбалансированном питании. Состав способствует восстановлению баланса ценных минералов и витаминов.

Эффективность
Прием препарата позволит:

укрепить кости, зубы, суставы;
сохранить подвижность суставов;
устранить болевой синдром;
нормализовать обменные процессы;
увеличить прочность костной ткани, что особенно важно после 40–45 лет;
предотвратить развитие опасных заболеваний опорно-двигательного аппарата.
Гель «Артропласт» с приятным вкусом и ароматом принимают 1 раз в день (1 ст. л. без верха) вместе с едой. Максимальный эффект блокировки болевых симптомов и мышечного расслабления достигается уже после первого курса приема (30 дней). Чтобы закрепить результат и предупредить развитие болезней, курс повторяют, но после двухнедельного перерыва."
65,-,Атерофуд,910,0,1,5,"Комплекс природных компонентов содержит вещества, способствующие нормализации обменных процессов, предупреждению развития атеросклероза, очищению организма, нормализации массы тела.

Состав: Яблоко (порошок), Персик (порошок), Яблочный пектин, Морской пектин, Стевия (подсластитель),

Экстракты: Сабельника, Конского каштана, Календулы (цветки), Элеутерококка, Фиалки, Фенхеля, Пшеницы (ростки), Хвоща полевого, Ароматизатор натуральный «Яблоко».

Применение:

Содержимое разового пакетика развести в 50 мл воды (сока).
Тщательно размешать до образования однородной гелеобразной массы.
Лечебно-профилактические смеси рекомендуется принимать курсами по 4 недели с перерывами 5-7 дней в течение года.

Продукт совместим со всеми природными пищевыми комплексами линейки Vertera® и может приниматься в любых сочетаниях, в зависимости от желаний потребителя."
66,-,Вита-минфуд,910,0,1,5,"Комплекс природных компонентов содержит вещества, способствующие нормализации обменных процессов, предупреждению развития атеросклероза, очищению организма, нормализации массы тела.

Состав: яблоко (порошок), вишня (порошок), яблочный пектин, морской пектин, стевия (подсластитель).

Экстракты: калины (плоды), шиповник (плоды), боярышника (плоды), иван-чая (лист), ячменя росток, чабреца, крапивы (лист), клевера (трава), рябины красной (плоды), ароматизатор натуральный «Яблоко».

Способ применения:

Содержимое разового пакетика развести в 50 мл воды (сока), тщательно размешать до образования однородной гелеобразной массы.
Лечебно-профилактические смеси в составе программы DRR-защита рекомендуется принимать курсами по 4 недели с перерывами 5-7 дней в течение года.
Продукт совместим со всеми природными пищевыми комплексами линейки Vertera® и может приниматься в любых сочетаниях, в зависимости от желаний потребителя."
67,-,Гастрофуд,910,0,1,5,"Действие веществ растительного состава может быть направлено на обеспечение системы пищеварения компонентами, поддерживающими сложный процесс переваривания пищи, тем самым уменьшая метеоризм в кишечнике, нормализуя стул, предупреждая развитие дисбактериоза.

Состав: слива (порошок), яблочный пектин, морской пектин, стевия (подсластитель).

Экстракты: ромашки (цветки), хмеля, укропа (семена), зверобоя, золототысячника, валерианы, сенны, ароматизатор натуральный «Яблоко».

Способ применения:

Содержимое разового пакетика развести в 50 мл воды (сока), тщательно размешать до образования однородной гелеобразной массы.

Лечебно-профилактические смеси в составе программы DRR-защита рекомендуется принимать курсами по 4 недели с перерывами 5-7 дней в течение года.Продукт совместим со всеми природными пищевыми комплексами линейки Vertera® и может приниматься в любых сочетаниях, в зависимости от желаний потребителя."
68,-,Геммафуд,910,0,1,5,"Действие веществ растительного состава может способствовать полноценному обеспечению процесса кроветворения и кровоснабжения, сохранению свойств крови. Для этих веществ характерна высокая активность очищения от токсинов не только в крови, лимфе и тканевых жидкостях, но и на тканевых (клеточном и органическом) уровнях.

Состав: клубника (порошок), яблочный пектин, морской пектин, стевия (подсластитель).

Экстракты: сельдерея (трава), шиповник (плоды), смородины черной, рябины красной, иван-чая (лист), крапивы (лист), боярышника (плоды), чага, ароматизатор натуральный «Клубника».

Способ применения:
Содержимое разового пакетика развести в 50 мл воды (сока), тщательно размешать до образования однородной гелеобразной массы.

Лечебно-профилактические смеси в составе программы DRR-защита рекомендуется принимать курсами по 4 недели с перерывами 5-7 дней в течение года.Продукт совместим со всеми природными пищевыми комплексами линейки Vertera® и может приниматься в любых сочетаниях, в зависимости от желаний потребителя."
